,text,emotion,target_utterance,context_utterances,full_text,text_cleaned
560,"Jai Sri Krishna. Meri sasuma svargeey Pankaur Ben Sarabhai ko sharanaanjaliarpit karte hue mai ye bhajan pesh karne jaa rahi hun - ""Pankhi rani ahi pinjru, jonu jonu lage..."" Hey Bhagwaan! Suna! Maya ne mujhe jeete ji sharanaanjali de di! Ye 5saal purai hai Baa. Rosesh! Tuze yahi tape mili thi!?",1,Rosesh! Tuze yahi tape mili thi!?,"Jai Sri Krishna. Meri sasuma svargeey Pankaur Ben Sarabhai ko sharanaanjaliarpit karte hue mai ye bhajan pesh karne jaa rahi hun - ""Pankhi rani ahi pinjru, jonu jonu lage..."" Hey Bhagwaan! Suna! Maya ne mujhe jeete ji sharanaanjali de di! Ye 5saal purai hai Baa.","Jai Sri Krishna. Meri sasuma svargeey Pankaur Ben Sarabhai ko sharanaanjaliarpit karte hue mai ye bhajan pesh karne jaa rahi hun - ""Pankhi rani ahi pinjru, jonu jonu lage..."" Hey Bhagwaan! Suna! Maya ne mujhe jeete ji sharanaanjali de di! Ye 5saal purai hai Baa. Rosesh! Tuze yahi tape mili thi!?",jai sri krishna meri sasuma svargey pankaur ben sarabhai ku sharananjaliarpit kart hue mai ye bhajan pesh karn ja rahi hun pankhi rani ahi pinjru junu junu lage hey bhagvan suna maya ne mujh jete ji sharananjali de di ye 5sal purai hai ba rusesh tuje yahi tape mili thi
561,"Aap sirf 6 mahine ki mehmaan hai, aap ko blood cancer hai... Umm... But blood cancer is very pedestrian.. Kuch aur socho na... Let me see, let me see,... Haan! Liver!? Cancer of the esophagus!? Right! That's good, that's good! Hum ye dikhaenge ki humne ye baat Sahil bhai se chhipai hai, taki unhe apna Delhi jaane ka program cancel na karna pade... Aur, aur Monisha kisi tarah, by chance ye baat sunn leti hai... Mummy ji! Aa gayi vo.. Continue.. Aur suno, blood cancer hi bolna, esophagus vo nahi samajh paaegi!",1,"Aa gayi vo.. Continue.. Aur suno, blood cancer hi bolna, esophagus vo nahi samajh paaegi!","Aap sirf 6 mahine ki mehmaan hai, aap ko blood cancer hai... Umm... But blood cancer is very pedestrian.. Kuch aur socho na... Let me see, let me see,... Haan! Liver!? Cancer of the esophagus!? Right! That's good, that's good! Hum ye dikhaenge ki humne ye baat Sahil bhai se chhipai hai, taki unhe apna Delhi jaane ka program cancel na karna pade... Aur, aur Monisha kisi tarah, by chance ye baat sunn leti hai... Mummy ji!","Aap sirf 6 mahine ki mehmaan hai, aap ko blood cancer hai... Umm... But blood cancer is very pedestrian.. Kuch aur socho na... Let me see, let me see,... Haan! Liver!? Cancer of the esophagus!? Right! That's good, that's good! Hum ye dikhaenge ki humne ye baat Sahil bhai se chhipai hai, taki unhe apna Delhi jaane ka program cancel na karna pade... Aur, aur Monisha kisi tarah, by chance ye baat sunn leti hai... Mummy ji! Aa gayi vo.. Continue.. Aur suno, blood cancer hi bolna, esophagus vo nahi samajh paaegi!",aap sirf 6 mahin ki mehman hai ap ku blud cancer hai um blud cancer pedestrian kuch aur suchu na let se let se han liver cancer uf esuphagu right gud gud hum ye dikhaeng ki humn ye bat sahil bhai se chipai hai taki unh apna delhi jane ka prugram cancel na karna pade aur aur munisha kisi tarah chanc ye bat sun leti hai mumi ji aa gayi vu cuntinu aur sunu blud cancer hi bulna esuphagu vu nahi samajh paegi
562,"Bakurda, mere marne ke baad ise mere shoksabha pe gaane mat dena! On the contrary Baa, mai to To Rosesh se hi gavaaunga, taaki iska gaana sunka jo log nahi ro raahe na, vo bhi roona shuru kar de, aur aap ki shoksabha hit ho jaaye!",2,"On the contrary Baa, mai to To Rosesh se hi gavaaunga, taaki iska gaana sunka jo log nahi ro raahe na, vo bhi roona shuru kar de, aur aap ki shoksabha hit ho jaaye!","Bakurda, mere marne ke baad ise mere shoksabha pe gaane mat dena!","Bakurda, mere marne ke baad ise mere shoksabha pe gaane mat dena! On the contrary Baa, mai to To Rosesh se hi gavaaunga, taaki iska gaana sunka jo log nahi ro raahe na, vo bhi roona shuru kar de, aur aap ki shoksabha hit ho jaaye!",bakurda mere marn ke bad ise mere shuksabha pe gane mat dena cuntrari ba mai tu tu rusesh se hi gavaunga taki iska gana sunka ju lug nahi ru rahe na vu bhi runa shuru kar de aur ap ki shuksabha hit hu jay
563,"Ae Indu... Oh my God! Think of torture and here he is! Sun sun, meri baat sun... Achchha, tumhaare yaha bhi pani nahi aya? Madhu fufa aap, yaha kyu aye? Achchha achchha, apne Rosesh ke liye maine ek ladki dhoondi hai! Kaun? ladki, ladki! Ab maine TV to nahi kaha! Monisha, inko yaha ate hue kisine dekha hoga? Pata nahi, kyu? Jee karta hai inka gala ghot du aur yahi dafna du!",0,Jee karta hai inka gala ghot du aur yahi dafna du!,"Ae Indu... Oh my God! Think of torture and here he is! Sun sun, meri baat sun... Achchha, tumhaare yaha bhi pani nahi aya? Madhu fufa aap, yaha kyu aye? Achchha achchha, apne Rosesh ke liye maine ek ladki dhoondi hai! Kaun? ladki, ladki! Ab maine TV to nahi kaha! Monisha, inko yaha ate hue kisine dekha hoga? Pata nahi, kyu?","Ae Indu... Oh my God! Think of torture and here he is! Sun sun, meri baat sun... Achchha, tumhaare yaha bhi pani nahi aya? Madhu fufa aap, yaha kyu aye? Achchha achchha, apne Rosesh ke liye maine ek ladki dhoondi hai! Kaun? ladki, ladki! Ab maine TV to nahi kaha! Monisha, inko yaha ate hue kisine dekha hoga? Pata nahi, kyu? Jee karta hai inka gala ghot du aur yahi dafna du!",ae indu oh gud think uf turtur sun sun meri bat sun achcha tumhar yaha bhi pani nahi aya madhu fufa ap yaha kyu aye achcha achcha apn rusesh ke liy main ek ladki dhundi hai kaun ladki ladki ab main tv tu nahi kaha munisha inku yaha ate hue kisin dekha huga pata nahi kyu je karta hai inka gala ghut du aur yahi dafna du
564,"Kya kar rahe the aap log? Kuch nahi, daddy dikha rahe the ki vo mujhase kitna pyaar karte hai.",2,"Kuch nahi, daddy dikha rahe the ki vo mujhase kitna pyaar karte hai.",Kya kar rahe the aap log?,"Kya kar rahe the aap log? Kuch nahi, daddy dikha rahe the ki vo mujhase kitna pyaar karte hai.",kya kar rahe ap lug kuch nahi dadi dikha rahe ki vu mujhas kitna pyar kart hai
565,"Wo apni bai hai na, sita or geeta, double role. Usko paseena bhi double ata hai! Wo jis room me bethti hai na, us room me ese khade rehna padta hai! Ese matlab? Are uske badan me se train ke third class compartment jesi boo ati hai!",2,Are uske badan me se train ke third class compartment jesi boo ati hai!,"Wo apni bai hai na, sita or geeta, double role. Usko paseena bhi double ata hai! Wo jis room me bethti hai na, us room me ese khade rehna padta hai! Ese matlab?","Wo apni bai hai na, sita or geeta, double role. Usko paseena bhi double ata hai! Wo jis room me bethti hai na, us room me ese khade rehna padta hai! Ese matlab? Are uske badan me se train ke third class compartment jesi boo ati hai!",wu apni bai hai na sita ur geta dubl rule usku pasena bhi dubl ata hai wu ji rum bethti hai na us rum ese khade rehna padta hai ese matlab usk badan se train ke third cla cumpart jesi bu ati hai
566,"Garbe mein to Maya Indravardhan se double achchha karti hai. Aajkal, mom to, har baat mein double hai, Hai na.",2,"Aajkal, mom to, har baat mein double hai, Hai na.",Garbe mein to Maya Indravardhan se double achchha karti hai.,"Garbe mein to Maya Indravardhan se double achchha karti hai. Aajkal, mom to, har baat mein double hai, Hai na.",garb mein tu maya indravardhan se dubl achcha karti hai aajkal mum tu har bat mein dubl hai hai na
567,"Sorry, but now you are okay? No, I'm boiling! Sahil Delhi shift ho jaaega, Monisha ke saath! Monisha ke gharvaalon ke kareeb! Roj roj un logon ka aana jaana hoga! Monisha to khaana bnaaegi nahi, isliye roj leke aaenge vo log, chhole bhature, lassi, sarson da saag, vinegar wale onions...",0,"Sahil Delhi shift ho jaaega, Monisha ke saath! Monisha ke gharvaalon ke kareeb! Roj roj un logon ka aana jaana hoga! Monisha to khaana bnaaegi nahi, isliye roj leke aaenge vo log, chhole bhature, lassi, sarson da saag, vinegar wale onions...","Sorry, but now you are okay? No, I'm boiling!","Sorry, but now you are okay? No, I'm boiling! Sahil Delhi shift ho jaaega, Monisha ke saath! Monisha ke gharvaalon ke kareeb! Roj roj un logon ka aana jaana hoga! Monisha to khaana bnaaegi nahi, isliye roj leke aaenge vo log, chhole bhature, lassi, sarson da saag, vinegar wale onions...",suri nuv yu ukay nu buil sahil delhi shift hu jaega munisha ke sath munisha ke gharvalun ke kareb ruj ruj un lugun ka ana jana huga munisha tu khana bnaegi nahi isliy ruj leke aeng vu lug chule bhatur lasi sarsun da sag vinegar vale uniun
568,"Oh, how nice to see you, come, come, excuse us please, please come, come! Oh, excuse us everyone! Ladies, gentlemen, and Monisha tum bhi suno.",2,"Oh, excuse us everyone! Ladies, gentlemen, and Monisha tum bhi suno.","Oh, how nice to see you, come, come, excuse us please, please come, come!","Oh, how nice to see you, come, come, excuse us please, please come, come! Oh, excuse us everyone! Ladies, gentlemen, and Monisha tum bhi suno.",oh huv nice tu se yu cume cume excus us pleas pleas cume cume oh excus us everyun ladi gentlemen munisha tum bhi sunu
569,"Ek minute…Monisha, wo jo paintings hain na Picasso ka wo status symbol hain Wo painting bakwaas hain Sahil Boliye Haan! Wo coffee color ki hain, wo Monisha ka red color ki curtains ke saath kaise match karenge?",2,"Haan! Wo coffee color ki hain, wo Monisha ka red color ki curtains ke saath kaise match karenge?","Ek minute…Monisha, wo jo paintings hain na Picasso ka wo status symbol hain Wo painting bakwaas hain Sahil Boliye","Ek minute…Monisha, wo jo paintings hain na Picasso ka wo status symbol hain Wo painting bakwaas hain Sahil Boliye Haan! Wo coffee color ki hain, wo Monisha ka red color ki curtains ke saath kaise match karenge?",ek minut munisha vu ju paint hain na picasu ka vu statu symbul hain wu paint bakva hain sahil buliy han wu cufe culur ki hain vu munisha ka red culur ki curtain ke sath kais match kareng
570, manisha is too middle class monisha and that's final!,2,manisha is too middle class monisha and that's final!,, manisha is too middle class monisha and that's final!,manisha tu midl cla munisha final
571,Ye pakode kaise? Nice.,2,Nice.,Ye pakode kaise?,Ye pakode kaise? Nice.,ye pakud kais nice
572,For your kind information mr indravardhan sarabhai maine pichle hi haapte gareeb bacchon ke bhabishon ke liye aapne 36 designer blouses donate ki hain Bacchon ko tumne blouses diye? Wo kaise dikenge blouses main/,2,Bacchon ko tumne blouses diye? Wo kaise dikenge blouses main/,For your kind information mr indravardhan sarabhai maine pichle hi haapte gareeb bacchon ke bhabishon ke liye aapne 36 designer blouses donate ki hain,For your kind information mr indravardhan sarabhai maine pichle hi haapte gareeb bacchon ke bhabishon ke liye aapne 36 designer blouses donate ki hain Bacchon ko tumne blouses diye? Wo kaise dikenge blouses main/,fur yur kind infurmatiun mr indravardhan sarabhai main pichl hi hapt gareb bachun ke bhabishun ke liy apn 36 design bluse dunat ki hain bachun ku tumn bluse diy wu kais dikeng bluse main
573,"Khokla ke saath koi word hi rhyme nahi kar raha hai. I'll tell you, jaise..., jaise, umm, baasi khaman dhokla! Hahaha! Bhai! Baasi khaman dhokla ka meri jindagi ke saath kya connection! Hahaha! Jaise teri.., ahem, ahem, jindagi khokla hai na, vaise hi baasi khaman dhokla bhi khokla hota hai.",0,"Jaise teri.., ahem, ahem, jindagi khokla hai na, vaise hi baasi khaman dhokla bhi khokla hota hai.","Khokla ke saath koi word hi rhyme nahi kar raha hai. I'll tell you, jaise..., jaise, umm, baasi khaman dhokla! Hahaha! Bhai! Baasi khaman dhokla ka meri jindagi ke saath kya connection! Hahaha!","Khokla ke saath koi word hi rhyme nahi kar raha hai. I'll tell you, jaise..., jaise, umm, baasi khaman dhokla! Hahaha! Bhai! Baasi khaman dhokla ka meri jindagi ke saath kya connection! Hahaha! Jaise teri.., ahem, ahem, jindagi khokla hai na, vaise hi baasi khaman dhokla bhi khokla hota hai.",khukla ke sath kui vurd hi rhyme nahi kar raha hai l tel yu jais jais um basi khaman dhukla hahaha bhai basi khaman dhukla ka meri jindagi ke sath kya cunectiun hahaha jais teri ahem ahem jindagi khukla hai na vais hi basi khaman dhukla bhi khukla huta hai
574,"ok I try it man Lo ki rosesh bat hai, rosesh Bat bano come on we are in the spot. ......Bat..... rosesh make a face tabhi to yah samajhega Tum ek bat ho...like this. Bat correct correct ab bat ki kano mein.Rosesh ulte ho jaao Dushyant sidhe sidhe hearing inke kaan mei kyon laga nhi dete?",0,Dushyant sidhe sidhe hearing inke kaan mei kyon laga nhi dete?,"ok I try it man Lo ki rosesh bat hai, rosesh Bat bano come on we are in the spot. ......Bat..... rosesh make a face tabhi to yah samajhega Tum ek bat ho...like this. Bat correct correct ab bat ki kano mein.Rosesh ulte ho jaao","ok I try it man Lo ki rosesh bat hai, rosesh Bat bano come on we are in the spot. ......Bat..... rosesh make a face tabhi to yah samajhega Tum ek bat ho...like this. Bat correct correct ab bat ki kano mein.Rosesh ulte ho jaao Dushyant sidhe sidhe hearing inke kaan mei kyon laga nhi dete?",uk tri man lu ki rusesh bat hai rusesh bat banu cume un sput bat rusesh make face tabhi tu yah samajhega tum ek bat hu like bat curect curect ab bat ki kanu mein rusesh ult hu jau dushyant sidh sidh hear ink kan mei kyun laga nhi dete
575,dad dibba hai dad dibba hai tu dibba hai bewakoof tu dibba hai . number tune nahi liya . dibba tu hai bewakoof,0,tu dibba hai bewakoof tu dibba hai . number tune nahi liya . dibba tu hai bewakoof,dad dibba hai dad dibba hai,dad dibba hai dad dibba hai tu dibba hai bewakoof tu dibba hai . number tune nahi liya . dibba tu hai bewakoof,dad diba hai dad diba hai tu diba hai bevakuf tu diba hai number tune nahi liya diba tu hai bevakuf
576,"Momma, ise train ki awaaj sunn ke sone ki aadat hai na... Haan, to? To yaad hai uss Hindi naatak mein, 'Ae musaafir, tera order de, veg ya non-veg'... Jis naatak mein mai train ka second class dibba bana tha... Haan, yaad hai, bohot cute lag rahe the tum... First class dabba hote to aur bhi achchha hota... But so?",1,"Haan, yaad hai, bohot cute lag rahe the tum... First class dabba hote to aur bhi achchha hota... But so?","Momma, ise train ki awaaj sunn ke sone ki aadat hai na... Haan, to? To yaad hai uss Hindi naatak mein, 'Ae musaafir, tera order de, veg ya non-veg'... Jis naatak mein mai train ka second class dibba bana tha...","Momma, ise train ki awaaj sunn ke sone ki aadat hai na... Haan, to? To yaad hai uss Hindi naatak mein, 'Ae musaafir, tera order de, veg ya non-veg'... Jis naatak mein mai train ka second class dibba bana tha... Haan, yaad hai, bohot cute lag rahe the tum... First class dabba hote to aur bhi achchha hota... But so?",muma ise train ki avaj sun ke sune ki adat hai na han tu tu yad hai us hindi natak mein ae musafir tera urder de veg ya nun veg ji natak mein mai train ka secund cla diba bana tha han yad hai buhut cute lag rahe tum first cla daba hute tu aur bhi achcha huta su
577,"Here is your bloody mary, Sarita. Thank you. 1500 please. Tum kya le rahi ho Maya? Umm, bloody mary, same as you! Mummy ji, ap saree pahanne ke style mein to Sarita aunty ki copy karti hai, lekin drink mein bhi!?",2,"Mummy ji, ap saree pahanne ke style mein to Sarita aunty ki copy karti hai, lekin drink mein bhi!?","Here is your bloody mary, Sarita. Thank you. 1500 please. Tum kya le rahi ho Maya? Umm, bloody mary, same as you!","Here is your bloody mary, Sarita. Thank you. 1500 please. Tum kya le rahi ho Maya? Umm, bloody mary, same as you! Mummy ji, ap saree pahanne ke style mein to Sarita aunty ki copy karti hai, lekin drink mein bhi!?",yur bludi mari sarita thank yu 150 pleas tum kya le rahi hu maya um bludi mari yu mumi ji ap sare pahan ke style mein tu sarita aunti ki cupi karti hai lekin drink mein bhi
578,Pichle 20 saal mein Monisha ne baat tak nahi ki onse. To 20 saal ka ek saat mein ro rahi hoon na Mummyji! Really! Rone mein bhi wasooli!,3,Really! Rone mein bhi wasooli!,Pichle 20 saal mein Monisha ne baat tak nahi ki onse. To 20 saal ka ek saat mein ro rahi hoon na Mummyji!,Pichle 20 saal mein Monisha ne baat tak nahi ki onse. To 20 saal ka ek saat mein ro rahi hoon na Mummyji! Really! Rone mein bhi wasooli!,pichl 20 sal mein munisha ne bat tak nahi ki uns tu 20 sal ka ek sat mein ru rahi hun na mumyji reali rune mein bhi vasuli
579,"jab uski mummy beemar hoti hai na, tab oh... tab monisha tumhe kyun achi lagti hai kyunki wo apne maike chali jati hai 15-15 din ke liye or din me 10-10 second to wo mujhe roz achi lagti hai",2,or din me 10-10 second to wo mujhe roz achi lagti hai,"jab uski mummy beemar hoti hai na, tab oh... tab monisha tumhe kyun achi lagti hai kyunki wo apne maike chali jati hai 15-15 din ke liye","jab uski mummy beemar hoti hai na, tab oh... tab monisha tumhe kyun achi lagti hai kyunki wo apne maike chali jati hai 15-15 din ke liye or din me 10-10 second to wo mujhe roz achi lagti hai",jab uski mumi bemar huti hai na tab uh tab munisha tumh kyun achi lagti hai kyunki vu apn maik chali jati hai 15 15 din ke liy ur din 10 10 secund tu vu mujh ruj achi lagti hai
580,"Oh my God! 12:30! We must leave. Deependar humare bina sota nahi hai na. Thodi der to ruk jate. Nahi aisa hai ki vo, Deependar jab tak Sarupa aur mujhe good night kiss hi nahi deta, vo sota hi nahi hai na. Really! Just like my Rosesh! Maya, Rosesh kaha jaata hai Sarupa aur Baldev ko good night kiss dene, haha. Joke mara! Koi hasa? To mat maro, lagate hai!",2,"To mat maro, lagate hai!","Oh my God! 12:30! We must leave. Deependar humare bina sota nahi hai na. Thodi der to ruk jate. Nahi aisa hai ki vo, Deependar jab tak Sarupa aur mujhe good night kiss hi nahi deta, vo sota hi nahi hai na. Really! Just like my Rosesh! Maya, Rosesh kaha jaata hai Sarupa aur Baldev ko good night kiss dene, haha. Joke mara! Koi hasa?","Oh my God! 12:30! We must leave. Deependar humare bina sota nahi hai na. Thodi der to ruk jate. Nahi aisa hai ki vo, Deependar jab tak Sarupa aur mujhe good night kiss hi nahi deta, vo sota hi nahi hai na. Really! Just like my Rosesh! Maya, Rosesh kaha jaata hai Sarupa aur Baldev ko good night kiss dene, haha. Joke mara! Koi hasa? To mat maro, lagate hai!",oh gud 12 30 must leav dependar humar bina suta nahi hai na thudi der tu ruk jate nahi aisa hai ki vu dependar jab tak sarupa aur mujh gud night ki hi nahi deta vu suta hi nahi hai na reali like rusesh maya rusesh kaha jata hai sarupa aur baldev ku gud night ki dene haha juke mara kui hasa tu mat maru lagat hai
581,"Aur Haan, raat ko sote waqt thode nakhare karega, to gaana suna dena use. He loves hindi songs, you see. Thats not a problem. Indravardhan bohot accha gaate hai! Indu gaana gaayega uske liye, hai na...",2,"Indu gaana gaayega uske liye, hai na...","Aur Haan, raat ko sote waqt thode nakhare karega, to gaana suna dena use. He loves hindi songs, you see. Thats not a problem. Indravardhan bohot accha gaate hai!","Aur Haan, raat ko sote waqt thode nakhare karega, to gaana suna dena use. He loves hindi songs, you see. Thats not a problem. Indravardhan bohot accha gaate hai! Indu gaana gaayega uske liye, hai na...",aur han rat ku sute vakt thude nakhar karega tu gana suna dena use luve hindi sung yu se that nut prublem indravardhan buhut acha gate hai indu gana gayega usk liy hai na
